organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
York,Mobile,D1,Acaster Malbis,Mount. Pleasant,Acaster Malbis - Mount. Pleasant,,-1.1039098974590134,53.896277482208156,Thursday,10:00,10:45,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Appletree Village,Meadlands,Appletree Village - Meadlands,,-1.0416133880512268,53.96396262028612,Tuesday,12:10,12:20,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Askham Bryan,Pond,Askham Bryan Pond,,-1.1587800302860756,53.92909792897263,Thursday,11:05,11:15,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Askham Richard,Rose and Crown,Askham Richard - Rose and Crown,,-1.1838403193542022,53.92457695656447,Thursday,11:25,11:55,FREQ=WEEKLY;INTERVAL=2,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Badger Hill,Yarburgh Way,Badger Hill - Yarburgh Way,,-1.0359596036656658,53.95350074498525,Tuesday,10:50,11:10,FREQ=WEEKLY;INTERVAL=2,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,,Boroughbridge Road area,Boroughbridge Road area,Boroughbridge Road area,,-1.11822411423676,53.964026347591215,,,,FREQ=WEEKLY;INTERVAL=2,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,,Burton Stone area,Burton Stone area,Burton Stone area,,-1.0899374119128085,53.97392764644248,,,,FREQ=WEEKLY;INTERVAL=2,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,,Chapelfields area,Chapelfields area,Chapelfields area,,-1.1399224003112296,53.953507339678,,,,FREQ=WEEKLY;INTERVAL=2,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Crockey Hill,Crockey Hill,Crockey Hill,,-1.0502043491682589,53.90971379278713,Tuesday,11:25,11:35,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Deighton,Deighton,Deighton,,-1.0470576564995115,53.889904266172074,Tuesday,10:50,11:20,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,https://www.exploreyork.org.uk/mobile-library/
